,Info_By_EuropePMC_Api
abstractText,"The bio-prospecting of bioactive phytochemicals from invasive flora presents a sustainable paradigm for the ecologically conscious management of major invasive pest <i>S. invicta</i>. <i>Ageratina adenophora</i>, while recognized for its allelopathic insecticidal properties, exhibits poorly characterized toxicological profiles and mechanistic underpinnings against <i>S. invicta</i>, warranting systematic investigation to elucidate its mode of action. This study elucidates the bioactive insecticidal compounds of <i>A. adenophora</i> and their toxicological impacts on <i>S. invicta</i>, including behavioral, metabolic, and enzymatic perturbations, via liquid chromatography-mass spectrometry (LC-MS) profiling. The ethanol extracts of the roots, stems, and leaves of <i>A. adenophora</i> have shown control effects on <i>S. invicta</i>, with an LC<sub>50</sub> (50% lethal concentration) of 331.847, 188.256, and 166.253 mg/mL at 48 h, respectively. Metabolite profiling of <i>A. adenophora</i> revealed that safranal and dihydrocoumarin are relatively high in plant leaves, and they showed significant insecticidal activity and behavioral inhibitory effects on <i>S. invicta</i> with LC<sub>50</sub> 349.042 mg/L and 118.336 mg/L at 48 h, respectively. Notably, these two bioactive compounds disrupted the normal energy production through glucose metabolism and the citrate cycle, which eventually led to the death of <i>S. invicta</i>. Further, these two compounds also activated the detoxification metabolic pathway of <i>S. invicta</i>. These findings provide a theoretical basis for the use of these bioactive compounds in the integrated management of <i>S. invicta</i> and may lead to the development of a new biopesticide."
affiliation,"State Key Laboratory for Conservation and Utilization of Bio-Resources in Yunnan, Yunnan Agricultural University, Kunming 650201, China."
publicationStatus,epublish
language,eng
pubModel,Electronic
pubTypeList,"{'pubType': ['research-article', 'Journal Article']}"
grantsList,"{'grant': {'grantId': '202401AT070240；202105AC160037 and 202205AC160077；S9012023024；32400410', 'agency': 'Yunnan Province Science and Technology Plan project Basic Research Project；Yunnan Young and Middle-aged Academic and Technical Leaders ；PhD start-up Fund of Yunnan Agricultural University；National Natural Science Foundation of China', 'orderIn': '0'}}"
keywordList,"{'keyword': ['Toxicity', 'Secondary metabolites', 'Insecticidal mechanism', 'Ageratina adenophora', 'Solenopsis invicta']}"
fullTextUrlList,"{'fullTextUrl': [{'availability': 'Subscription required', 'availabilityCode': 'S', 'documentStyle': 'doi', 'site': 'DOI', 'url': 'https://doi.org/10.3390/insects16050540'}, {'availability': 'Open access', 'availabilityCode': 'OA', 'documentStyle': 'html', 'site': 'Europe_PMC', 'url': 'https://europepmc.org/articles/PMC12111874'}, {'availability': 'Open access', 'availabilityCode': 'OA', 'documentStyle': 'pdf', 'site': 'Europe_PMC', 'url': 'https://europepmc.org/articles/PMC12111874?pdf=render'}]}"
isOpenAccess,Y
inEPMC,Y
inPMC,Y
hasPDF,Y
hasBook,N
hasSuppl,N
citedByCount,0
hasData,N
hasReferences,Y
hasTextMinedTerms,Y
hasDbCrossReferences,N
hasLabsLinks,N
license,cc by
hasEvaluations,N
authMan,N
epmcAuthMan,N
nihAuthMan,N
hasTMAccessionNumbers,N
dateOfCreation,2025-05-28
firstIndexDate,2025-05-28
fullTextReceivedDate,2025-05-31
dateOfRevision,2025-05-31
electronicPublicationDate,2025-05-20
firstPublicationDate,2025-05-20
